"ID","Category","Question","Answer","Status","ResponseTimeMs","Timestamp","ErrorMessage"
"283","مستودعات","وش الفرق بين نسبة الخصم وقيمة الخصم؟","نسبة الخصم: هي النسبة المئوية التي يتم خصمها من القيمة الإجمالية للأصناف، ويقوم المستخدم بإدخالها ليحسب النظام قيمة الخصم تلقائيًا.
قيمة الخصم: هي المبلغ المالي المحدد الذي يتم خصمه من القيمة الإجمالية للأصناف. يمكن إدخالها مباشرةً ليقوم النظام بحساب نسبة الخصم المقابلة لها تلقائيًا.

بمعنى آخر، إذا أدخلت نسبة الخصم (مثلاً 10%)، يتم حساب كم يساوي ذلك من إجمالي الفاتورة. وإذا أدخلت قيمة الخصم مباشرة (مثلاً 100 ريال)، سيحسب النظام ما تعادل هذه القيمة كنسبة من الإجمالي.

المصدر: [دليل المستخدم لبوابة المستودعات والمشتريات.pdf]","success","6538","2026-03-20T01:37:47.993Z",""
"284","مستودعات","كيف أوزع الخصم على الأصناف المستلمة؟","لتوزيع الخصم على الأصناف المستلمة، بعد إدخال بيانات الأصناف في النظام، يمكنك اتباع الخطوات التالية:


إدخال نسبة الخصم أو قيمة الخصم الإجمالي المطلوبة على مجموع المحضر بالكامل.
إذا أدخلت نسبة الخصم، سيقوم النظام باحتساب قيمة الخصم تلقائيًا، وإذا أدخلت قيمة الخصم، سيحسب النظام نسبة الخصم تلقائيًا.
لتوزيع الخصم الإجمالي على كل صنف مستلم، اضغط على زر ""توزيع الخصم"".
بعد التوزيع، سيعيد النظام احتساب قيمة الضريبة المضافة لكل صنف مستلم يخضع للضريبة بناءً على القيمة بعد الخصم.
في النهاية، احفظ المحضر بعد التأكد من صحة جميع البيانات المدخلة.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5991","2026-03-20T01:37:56.005Z",""
"285","مستودعات","كيف أعتمد محضر الاستلام من مدير الجهة المستلمة؟","يتم اعتماد محضر الاستلام من مدير الجهة المستلمة عبر بوابة المستودعات والمشتريات من خلال الشاشة المخصصة لذلك. يقوم المستخدم صاحب الصلاحية بالدخول إلى شاشة ""اعتماد محضر الاستلام من مدير الجهة المستلمة""، حيث تظهر قائمة بمحاضر الاستلام المسجلة سابقًا، ويمكن البحث من خلال إدخال الرقم الخاص للمحضر أو تاريخ الاستلام أو اختيار نوع الاستلام أو تحديد المورد.

للاعتماد، يقوم المستخدم بما يلي:

البحث عن محضر الاستلام المطلوب باستخدام محددات البحث المتاحة (الرقم الخاص، تاريخ الاستلام، نوع الاستلام، المورد...إلخ).
بعد ظهور قائمة المحاضر، يضغط المستخدم على زر ""التفاصيل"" لاستعراض بيانات المحضر كاملة.
في حالة الرغبة باعتماد المحضر، يضغط المستخدم على زر ""تعديل"" من شريط المهام، ومن ثم اعتماد المحضر حسب الصلاحية المتاحة له.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","7123","2026-03-20T01:38:05.158Z",""
"286","مستودعات","ليش محضر الاستلام ما يظهر عند المدير؟","في حال عدم ظهور محضر الاستلام عند المدير، غالبًا يكون السبب عدم تمكين صلاحية اعتماد محضر الاستلام لمدير الجهة المستلمة في النظام. حتى يظهر المحضر، يجب أن يكون المدير مخولاً لهذه المهمة عبر بوابة المستودعات والمشتريات ويتم تسجيل المحاضر بشكل صحيح. إذا كانت الصلاحية غير مفعلة أو لم يتم تسجيل المحضر بحسب الإجراءات المعتمدة، فلن تظهر القائمة للمدير.

المصدر: [دليل المستخدم] - دليل المستخدم لبوابة المستودعات والمشتريات.pdf","success","5532","2026-03-20T01:38:12.711Z",""
"287","مستودعات","وش هي حالة المستند معتمد من الجهة المستلمة؟","بعد إدخال كافة البيانات المطلوبة للمحضر واختيار ""حفظ"" من قبل المستخدم، يقوم النظام بالتحقق من صحة البيانات المدخلة ثم يقوم بالحفظ وإظهار الرسالة ""تم الحفظ بنجاح"". عندها تصبح حالة المستند هي ""معتمد من الجهة المستلمة"" ليتم استكمال إجراءاته في نظام المستودعات.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","4815","2026-03-20T01:38:19.553Z",""
"288","مستودعات","كيف أسجل طلب إرجاع عهدة للمستودعات؟","يمكنك تسجيل طلب إرجاع عهدة للمستودعات عبر بوابة المستودعات والمشتريات باتباع الخطوات التالية:


الدخول إلى شاشة ""طلب إرجاع عهدة"" في بوابة الخدمة الذاتية للموظف.
اضغط على زر ""جديد"" من شريط المهام لتسجيل طلب جديد.
حدد نوع صاحب العهدة (موظف، إدارة، أو مبنى)، وسيتم عرض الخيارات بحسب صلاحياتك داخل النظام.
إذا اخترت ""موظف""، أدخل رقم الموظف الذي ستتم إعادة العهدة عنه (الإفتراضي رقم واسم الموظف الحالي).
إذا كنت مسؤولاً عن أحد المباني، سيظهر خيار نوع صاحب العهدة ""مبنى""، ويطلب منك إدخال رقم المبنى.
إذا صاحب العهدة ""إدارة""، يتم إدخال رقم الإدارة.
أدخل باقي البيانات المطلوبة مثل رقم الطلب، تاريخ الطلب، سبب الإرجاع، حالة الطلب، الجهة المرجعة وأي تفاصيل إضافية للعهدة المراد إرجاعها.
يمكنك البحث عن العهدة المطلوبة من قائمة العهد المسجلة على اسم صاحب العهدة والمختارة للإرجاع ثم إضافتها.
بعد الانتهاء من تعبئة البيانات، احفظ الطلب ليتم رفعه واعتماده حسب الصلاحيات ومتابعة حالته من النظام.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","7134","2026-03-20T01:38:28.720Z",""
"289","مستودعات","ليش ما أقدر أرجع عهدة مسجلة على موظف ثاني؟","يتيح النظام إرجاع العهدة المسجلة على موظف آخر فقط إذا كان هذا الموظف تابعًا إداريًا للمستخدم الحالي. إذا لم يكن الموظف الآخر تابعًا لك إداريًا فلن تتمكن من إرجاع العهدة المسجلة عليه. النظام يتحقق من الصلاحيات الإدارية قبل السماح بإدخال رقم الموظف الآخر وإرجاع العهدة الخاصة به.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","6533","2026-03-20T01:38:37.286Z",""
"290","مستودعات","كيف أختار الأصناف المراد إرجاعها في طلب الارجاع؟","يتم اختيار الأصناف المراد إرجاعها في طلب الإرجاع من خلال جدول الأصناف المسجلة كعهدة على صاحب العهدة. يمكنك تنفيذ ذلك عبر اتباع إحدى الطرق التالية:


تحديد السطر الذي يحتوي على الصنف المطلوب إرجاعه، وسيقوم النظام تلقائيًا بتفعيل حقل الاختيار (Check) في ذلك السطر.
أو يمكنك مباشرةً تفعيل حقل الاختيار (Check) في الأسطر التي تحتوي على الأصناف المطلوب إرجاعها.

كما يمكنك اختيار جميع الأصناف مرة واحدة من خلال تفعيل الخيار (Check Box) الموجود في أعلى جدول العهد، وسيتم تلقائيًا تفعيل جميع حقول الاختيار في جميع الأسطر. كذلك، إذا استخدمت خاصية البحث واخترت كل النتائج، فسيتم اختيار الأصناف الظاهرة فقط حسب نتائج البحث، وليس كل ما في الجدول.

إذا رغبت في إلغاء اختيار جميع الأصناف، يمكنك إلغاء تفعيل نفس الخيار في الأعلى، وسيتم إزالة الاختيار عن الجميع.

تنويه: في حال كان هناك طلب نقل عهدة لم يُسجّل له محضر نقل أو لم يُلغ أو يُرفض بعد، فلن يمكنك تنفيذ طلب إرجاع للأصناف المشمولة بذلك الطلب حتى يتم استكمال إجراء النقل أو إلغائه أو رفضه أو حذفه.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","8247","2026-03-20T01:38:47.563Z",""
"291","مستودعات","ليش بعض الأصناف ما تظهر في طلب الارجاع؟","قد لا تظهر بعض الأصناف في طلب الإرجاع إذا لم تكن مسجلة كعهدة على صاحب العهدة، حيث يعرض النظام فقط البيانات الخاصة بجميع الأصناف المسجلة كعهدة ويعرضها في جدول الأصناف المطلوب إرجاعها. يمكنك أيضًا البحث عن الأصناف ضمن العهد المسجلة عن طريق إدخال رقم الصنف أو الرقم المتسلسل للقطعة. إذا لم يكن الصنف مسجلاً كعهدة باسمك أو مسجلًا ضمن القوائم، فلن يظهر لك في شاشة طلب الإرجاع.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5413","2026-03-20T01:38:55.003Z",""
"292","مستودعات","كيف أبحث عن عهدة معينة ضمن العهد المسجلة؟","يمكنك البحث عن عهدة معينة ضمن العهد المسجلة على صاحب العهدة والمعروضة في جدول الأصناف المطلوب إرجاعها، وذلك بإدخال رقم الصنف أو الرقم المتسلسل للقطعة المراد البحث عنه، ثم الضغط على زر ""بحث"" ليقوم النظام بعرض السطر أو الأسطر التي تحتوي على العهد (الصنف والرقم المتسلسل للقطعة) التي تحقق المحددات المدخلة.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","4860","2026-03-20T01:39:01.890Z",""
"293","مستودعات","وش هي أسباب الإرجاع المعرفة في النظام؟","يقوم المستخدم بتحديد سبب الإرجاع من خلال قائمة منسدلة تحتوي على أسباب الإرجاع المعرفة سابقاً في شاشة رموز أسباب الإرجاع الموجودة في نظام المستودعات. هذه الأسباب يتم تعريفها من قبل النظام ولا تظهر إلا وفق ما هو معرف في شاشة الرموز، ويتيح النظام للمستخدم اختيار السبب المناسب عند تقديم طلب الإرجاع.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5465","2026-03-20T01:39:09.384Z",""
"294","مستودعات","كيف أعتمد طلبات الارجاع كرئيس لجنة الارجاع؟","لاعتماد طلبات الإرجاع كرئيس لجنة الإرجاع من خلال بوابة المستودعات والمشتريات، يجب أن تكون مسجلاً كرئيس للجنة حسب إعدادات البوابة. عند الدخول لشاشة اعتماد الطلبات، ستظهر لك قائمة تحتوي على بيانات مختصرة لطلبات إرجاع العهد المسجلة وغير المعتمدة، مرتبة حسب تاريخ الطلب تصاعديًا.

يمكنك البحث عن طلب معين باستخدام البيانات التالية (اختيارياً):

رمز أو اسم الجهة المرجعة
رقم أو اسم الموظف الذي سجل الطلب
رقم الطلب (من ... إلى)
تاريخ الطلب (من ... إلى)
حالة الطلب

بعد تحديد الطلب المطلوب، سيعرض النظام تفاصيله في نافذة منبثقة. بإمكانك بعد ذلك:

قبول الطلب (مع إمكانية كتابة ملاحظات اختيارية)
رفض الطلب (مع ضرورة إدخال سبب الرفض)
تعديل الطلب باختيار أو إزالة بعض الأصناف المقيدة على صاحب العهدة

بعد إدخال كافة البيانات المطلوبة، اضغط على ""حفظ"". سيقوم النظام بحفظ الطلب واعتماد جميع البيانات المدخلة، ويظهر لك رسالة تؤكد نجاح عملية الاعتماد.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","7742","2026-03-20T01:39:19.159Z",""
"295","مستودعات","ليش ما أقدر أعتمد طلب الارجاع مع أني رئيس اللجنة؟","قد لا تتمكن من اعتماد طلب الإرجاع رغم أنك رئيس اللجنة إذا كان هناك طلب نقل عهدة لنفس الأصناف ولم يتم تسجيل محضر نقل له أو لا زال تحت الإجراء (لم يتم إلغاؤه أو رفضه). في هذه الحالة يمنع النظام إجراء أي حركة تؤثر على العهد الموجودة في طلب النقل حتى يتم تسجيل محضر النقل أو رفضه أو إلغاؤه أو حذفه من قبل صاحب الطلب. تأكد من عدم وجود طلبات نقل معلقة على نفس الأصناف قبل محاولة الاعتماد.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","6081","2026-03-20T01:39:27.279Z",""
"296","مستودعات","كيف أعدل على الأصناف في طلب الارجاع قبل الاعتماد؟","يتاح للمستخدم التعديل على طلب الارجاع قبل الاعتماد من خلال اختيار أو إزالة بعض الأصناف أو العهد المراد إرجاعها للمستودع والمقيدة على صاحب العهدة وذلك بعمل (check) للعهد في الجدول، ثم القيام بالحفظ بعد إدخال كافة البيانات المطلوبة. كما يمكن تعديل بيانات الأصناف عبر تحديد الصنف من الجدول بعمل (check) عليه، ثم الضغط على زر التعديل من شريط المهام الفرعي، ستظهر نافذة منبثقة تحتوي على الحقول التالية: الوحدة، الكمية، وسعر الوحدة والملاحظات. بعد الانتهاء يتم حفظ الطلب للتحديثات ويظهر النظام رسالة تفيد بإتمام حفظ الطلب بنجاح.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5515","2026-03-20T01:39:34.824Z",""
"297","مستودعات","وش هي مراجعة طلبات التأمين من المستودعات؟","مراجعة طلبات التأمين من المستودعات هي شاشة في بوابة المستودعات والمشتريات تمكّن المستخدم صاحب الصلاحية من مراجعة طلبات التأمين المسجلة إلكترونيًا. يعرض النظام من خلالها قائمة مختصرة بطلبات التأمين التي تم تسجيلها، وتتضمن البيانات التالية: مسلسل، رقم الطلب، تاريخ الطلب، موضوع خطاب التأمين، الجهة الطالبة، وتفاصيل الطلب. يمكن للمستخدم الضغط على زر ""التفاصيل"" لاسترجاع جميع بيانات الطلب.

كما يمكن للمستخدم البحث عن طلب محدد بإدخال رقم خطاب الجهة الطالبة، أو تحديد فترة تواريخ أو إدخال موضوع خطاب طلب التأمين ليقوم النظام بعرض النتائج المرتبطة بهذا البحث.

في وضع التعديل، يُسمح للمستخدم بإدخال وتحديث بيانات الأصناف والكميات المطلوبة، مع إمكانية استعراض وسحب بيانات المستودع (رقم الصنف، اسم المستودع، الوحدة، الكمية المطلوبة، الأرصدة المتوفرة، والمحجوزة، والمتاحة). وفي النهاية، يختار المستخدم نتيجة المراجعة للكمية المطلوبة في طلب التأمين.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","6565","2026-03-20T01:39:43.421Z",""
"298","مستودعات","كيف أحدد الكمية المتوفرة من الصنف في المستودع؟","يمكنك تحديد الكمية المتوفرة من الصنف في المستودع من خلال شاشة بيانات المستودع، حيث يعرض النظام الحقول التالية لكل صنف:


الكمية المطلوبة: وهي الكمية المطلوبة للصنف بناءً على طلب التأمين.
الكمية المتوفرة: يعرض النظام الكمية المتوفرة فعليًا من الصنف في المستودع.
الكمية المحجوزة: وهي الكمية التي تم حجزها للصرف ولم تعد متاحة.
الكمية المتاحة: وهي الفرق بين الكمية المتوفرة والكمية المحجوزة.
عند مراجعة طلب التأمين، يقوم النظام أيضًا بعرض الكمية المعتمدة من المستودعات. يمكن للمستخدم إدخال الكمية المطلوبة وفي حال كانت الكمية متوفرة بالكامل، يظهر ذلك في النظام، أما إذا كانت متوفرة جزئيًا يمكن للمستخدم إدخال الكمية الحالية فقط.

بمجرد فتح جدول الأصناف في شاشة الطلب أو شاشة مراجعة طلبات التأمين ستظهر لك هذه الكميات مباشرة لكل صنف وتستطيع اتخاذ القرار المناسب حسب الكمية المتوفرة.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","7785","2026-03-20T01:39:53.229Z",""
"299","مستودعات","وش الفرق بين الكمية المتوفرة والمتاحة والمحجوزة؟","الفرق بين الكميات في نظام إدارة المستودعات هو كالتالي:


الكمية المتوفرة: هي الكمية الإجمالية الموجودة فعلياً في المستودع من الصنف.
الكمية المحجوزة: هي الكمية التي تم حجزها بالفعل من الصنف في المستودع ولا يمكن التصرف فيها لأنها مخصصة لطلبات أو احتياجات سابقة.
الكمية المتاحة: هي الكمية التي يمكن فعلياً التصرف بها أو صرفها من المستودع، وهي عادة تساوي الكمية المتوفرة ناقص الكمية المحجوزة.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","6571","2026-03-20T01:40:01.833Z",""
"300","مستودعات","كيف أحدد نتيجة المراجعة للصنف (متوفر/غير متوفر)؟","لتحديد نتيجة المراجعة للصنف (متوفر/غير متوفر)، يقوم المستخدم باختيار الكمية المطلوبة في طلب التأمين ويحدد هل هي:


متوفرة بالكامل
متوفرة جزئياً
غير متوفرة

يقوم النظام بعرض الكمية المتوفرة في المستودع. في حالة اختيار ""الكمية متوفرة بالكامل""، يعرض النظام الكمية المتاحة. أما إذا كانت ""متوفرة جزئياً""، يمكن للمستخدم إدخال الكمية المتوفرة فعلياً. بعد الانتهاء، يمكن الحفظ أو الإلغاء حسب الحاجة.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5511","2026-03-20T01:40:09.377Z",""
"301","مستودعات","ليش الكمية المتوفرة أقل من اللي في المستودع؟","قد تظهر الكمية المتوفرة أقل من الكمية الموجودة فعليًّا في المستودع لأن النظام يعرض الكمية المتاحة للصرف وليس إجمالي الكميات. الكمية المتوفرة تعني الكمية التي لم يتم صرفها أو حجزها لصالح طلبات سابقة لنفس المستودع. إذا تم صرف جزء من الكمية سابقًا أو تم حجزها لطلبات أخرى، ستظهر الكمية المتبقية فقط ككمية متوفرة للصرف في النظام، حتى لو كان المخزون الفعلي أعلى من ذلك.

المصدر: [دليل المستخدم] - دليل المستخدم لبوابة المستودعات والمشتريات.pdf","success","6057","2026-03-20T01:40:17.458Z",""
"302","استعلامات","كيف أطبع كشف أرصدة العهد للموظفين؟","لطباعة كشف أرصدة العهد للموظفين، عليك اتباع الخطوات التالية عبر النظام:


الدخول إلى شاشة ""كشف أرصدة العهد للموظفين أو الإدارات أو المباني"" من خلال بوابة المستودعات والمشتريات.
اختر نوع صاحب العهدة (موظف/مبنى/مكتب/إدارة).
أدخل مدى أرقام أصحاب العهد (الموظفين أو الجهات) أو اختر ""الكل"".
يمكنك كذلك تحديد رقم الصنف أو اختيار ""الكل"".
حدد إذا كنت ترغب في إظهار النتائج بشكل مفصل (مع الأرقام المتسلسلة لقطع الأصناف).
بعد إدخال البيانات، اضغط زر ""بحث"" لاستعراض النتائج.
لإخراج التقرير، اضغط زر ""طباعة"" ليتم طباعة كشف أرصدة العهد حسب المحددات المختارة.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","6063","2026-03-20T01:40:25.553Z",""
"303","استعلامات","وش الفرق بين الكشف المفصل والمختصر للعهد؟","الكشف المفصل للعهد يُظهر نتائج الكشف مع الأرقام المتسلسلة لقطع الأصناف المسجلة كعهدة على صاحب العهدة (أي يعرض كل قطعة بشكل منفرد مع رقمها التسلسلي وتفاصيلها الكاملة)، بينما الكشف المختصر لا يظهر تلك الأرقام المتسلسلة بل يكتفي بتجميع الأصناف تحت كل صاحب عهدة بشكل عام دون تفصيل كل قطعة برقمها التسلسلي.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","5534","2026-03-20T01:40:33.109Z",""
"304","استعلامات","ليش ما تظهر الأرقام التسلسلية في كشف العهد؟","بحسب دليل النظام، من المفترض أن يظهر في كشف العهد جدول يحتوي على الأرقام التسلسلية لكل قطعة عهده، إلى جانب معلومات أخرى مثل اسم الصنف والوحدة والكمية وتاريخ التقييد. إذا لم تظهر الأرقام التسلسلية في كشف العهد، قد يكون السبب أحد الأمور التالية:

لم يتم إدخال الرقم التسلسلي للعهدة بشكل صحيح من الجهة المسؤولة عن التسجيل.
قد تكون بعض العهد مستثناة من إدخال الأرقام التسلسلية حسب نوع العهدة.
أو قد يكون هناك خلل تقني مؤقت في عرض البيانات داخل تقرير كشف العهد.

يمكنك مراجعة قسم العهد في النظام والتأكد من تفاصيل كل عهدة. إذا استمرت المشكلة، يُنصح بمراجعة الدعم الفني لإيجاد الحل المناسب.

المصدر: [دليل المستخدم] - User Manual HPA-part-2of2.pdf","success","6135","2026-03-20T01:40:41.273Z",""
"305","استعلامات","كيف أستعلم عن عهد موظف معين؟","يمكنك الاستعلام عن عهد موظف معين من خلال شاشة ""العهد المسجلة على الموظف/المبنى/الإدارة"" في نظام العهد. تمكنك هذه الشاشة من الاطلاع على جميع بيانات وتفاصيل العهد المسجلة على الموظف، والتي تشمل اسم الموظف، رقم الموظف، رقم السجل المدني، وجدول تفاصيل العهد (رقم الصنف، اسمه، الوحدة، الكمية، الأرقام المتسلسلة وتاريخ التقييد).

يمكنك أيضًا الاستعلام عن بيانات العهد للموظفين التابعين لك إداريًا، وذلك عبر الضغط على رابط ""الموظفين التابعين لي إداريًا"" لتظهر قائمة بالموظفين، ويمكنك عندها اختيار أي موظف والاطلاع على بيانات العهد الخاصة به. كذلك يمكنك طباعة كشف العهد لهذا الموظف بالضغط على زر ""طباعة"".

هذه البيانات يتم الحصول عليها من خلال نظام العهد حسب نوع صاحب العهدة الذي تم اختياره (موظف/مبنى/إدارة) في النظام.

المصدر: [دليل المستخدم] - User Manual HPA-part-2of2.pdf","success","6092","2026-03-20T01:40:49.388Z",""
"306","عهد","وش هي بطاقة عهدة وكيف أطلعها؟","بطاقة العهدة هي وثيقة تُستخدم لتحديد وتسليم أصناف أو ممتلكات أو أجهزة لموظف معين أو لإدارة أو مبنى. يتم تسجيل العهدة باسم ذلك الموظف أو الجهة، وتظهر في كشف أرصدة العهدة بالبوابة الإلكترونية.

لاستخراج بطاقة عهدة:

ادخل إلى بوابة المستودعات والمشتريات.
اختر ""كشف أرصدة العهد للموظفين أو الإدارات أو المباني"".
حدد ""بطاقة عهدة لـ"" (اختر موظف أو مبنى أو مكتب أو إدارة).
أدخل نطاق الأرقام الخاصة بأصحاب العهدة أو اختر ""الكل"".
يمكنك أيضًا تحديد رقم الصنف أو اختيار جميع الأصناف.
اضغط على ""بحث"" لعرض النتائج.
إذا رغبت في طباعة كشف أرصدة العهدة بشكل مفصل، فعّل الخيار المناسب، ثم اضغط على ""طباعة"".

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","6047","2026-03-20T01:40:57.466Z",""
"307","مستودعات","كيف أضيف مستودع جديد في الإعدادات؟","لإضافة مستودع جديد في الإعدادات ببوابة المستودعات والمشتريات، عليك اتباع الخطوات التالية:

انتقل إلى شاشة إعدادات بوابة المستودعات.
اضغط على ""تعديل"" من شريط المهام.
اضغط على زر ""جديد"" لإضافة مستودع.
سيضيف النظام سطرًا جديدًا في الجدول ويعرض ترتيبه تلقائيًا.
أدخل رقم المستودع المعرّف في نظام المستودعات (ويجب ألا يكون نوعه ""مستودع ساحة استلام"" أو ""مستودع لجهة خارجية"").
عند إدخال رقم المستودع، يقوم النظام تلقائيًا بعرض اسم المستودع ونوعه.
إذا رغبت في حذف مستودع، اضغط على زر الحذف الموجود في آخر السطر لكل مستودع.
بعد الانتهاء من إدخال البيانات، اضغط على ""حفظ"" للتحقق من صحة البيانات المدخلة.
سيظهر لك النظام رسالة ""تمت عملية الحفظ بنجاح"" بعد حفظ البيانات.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","7225","2026-03-20T01:41:06.719Z",""
"308","مستودعات","ليش المستودع ما يظهر في القائمة مع إنه مضاف؟","إذا كان المستودع لا يظهر في القائمة مع أنه مضاف بالفعل، يجب التأكد من ضبط إعدادات بوابة المستودعات بشكل صحيح. من الأمور الواجب التحقق منها:


يجب أن يتم إدخال المستودعات المسموح التعامل معها في إعدادات بوابة المستودعات من خلال قائمة الإعدادات.
عند إضافة مستودع، يجب التأكد أن نوع المستودع ليس ""ساحة استلام"" ولا ""مستودع لجهة خارجية""، حيث لا تُعرض هذه الأنواع في القوائم المعتادة.
بعد إدخال رقم المستودع، يقوم النظام بعرض اسم المستودع ونوعه بشكل تلقائي.
إذا كنت بحاجة لتعديل أو إضافة مستودع، عليك الضغط على ""تعديل"" من شريط المهام وإدخال الحقول المطلوبة ثم الحفظ.

إذا لم يظهر المستودع على الرغم من إضافته بشكل صحيح، راجع الإعدادات أو تواصل مع الدعم الفني للتحقق من صلاحياتك أو من وجود خطأ تقني في النظام.

المصدر: [دليل المستخدم] - دليل_المستخدم_لبوابة_المستودعات_والمشتريات.pdf","success","6624","2026-03-20T01:41:15.378Z",""
"309","تكليف","كم مدة التكليف الجزئي والكلي للموظف؟","مدة التكليف الجزئي للموظف لا تزيد على ستة أشهر قابلة للتجديد لمدة واحدة مماثلة في الحالات التي تقتضيها مصلحة العمل وبموافقة الوزير المختص. أما التكليف الكلي فيترك تحديد مدته لتقدير الجهة الحكومية التي يعمل بها الموظف. وفي حال كان التكليف بمهمة رسمية (كلي أو جزئي)، فإن مدة التكليف تكون سنة كحد أقصى قابلة للتجديد لمدد مماثلة بموافقة الوزير المختص.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","6659","2026-03-20T01:41:24.064Z",""
"310","تكليف","كيف أسجل طلب تكليف للتابعين لي بالعمل خارج الدوام؟","يتمكن المدير من تسجيل طلب تكليف للتابعين له إدارياً بالعمل خارج الدوام من خلال الدخول إلى شاشة ""تكليف التابعين لي إدارياً بالعمل خارج الدوام"" في نظام شؤون الموظفين. عند الدخول للشاشة يمكن للمدير تعبئة الحقول التالية:


الجزء الخاص بالرقم: يُستخدم في حال كان ترقيم القرارات يدويًا.
رقم الطلب: إدخاله مع التأكد من عدم تكراره.
حالة الطلب: تُحدَّد تلقائيًا من قبل النظام.
تاريخ الطلب: يجب أن يكون مساويًا أو أكبر من تاريخ تعيين الموظف.
نوع التكليف: اختيار أحد الأنواع (أيام عادية، عطل أسبوعية، أعياد رسمية)، ويحدد النظام بناءً على النوع خيارات الأيام المتوفرة.
المرفقات: يمكن تحميل المرفقات المطلوبة مع تسجيل بياناتها التفصيلية.

بعد حفظ الطلب، لن يتم نقله مباشرةً إلى شؤون الموظفين إلا بعد اعتماده من الرئيس المباشر عبر شاشة اعتماد طلبات الموظفين التابعين له إداريًا.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","7271","2026-03-20T01:41:33.364Z",""
"311","تكليف","ليش ما أقدر أكلف موظف بالعمل خارج الدوام؟","من أسباب عدم القدرة على تكليف موظف بالعمل خارج الدوام وجود ضوابط يجب تحققها عند اختيار الموظفين للتكليف، ومنها:

تاريخ بداية التكليف يجب أن يكون أكبر من تاريخ المباشرة بالجهة.
يجب ألا يكون قد مضى شهر على آخر تكليف.
الموظف يجب أن يكون على رأس عمله عند بداية التكليف.
يُستثنى من التكليف الموظفون المطوية قيودهم، مكفوفو اليد، المبتعثون، أو المجازون.

عدم تحقق أي من الضوابط السابقة يمنع تكليف الموظف بالعمل خارج الدوام. يمكنك التحقق من سبب الرفض بالتأكد من الشروط السابقة لكل موظف ترغب بتكليفه.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","6153","2026-03-20T01:41:41.546Z",""
